"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text","predictedLabel","actualLabel","maxEntPrediction","maxEntProbability","svmPrediction","svmProbability","glmnetPrediction","glmnetProbability","consensusCount","probabilityLabel","consensusLabel"
"13580",13580,"629472289071894528","Donald Trump","2015-08-06 19:01:03 -0700","Negative","Seattle","Pacific Time (US & Canada)","RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…",1,1,"1",1,"1",0.924986980737802,"1",0.871525459463368,3,1,1
"13583",13583,"629472274232401920","Jeb Bush","2015-08-06 19:00:59 -0700","Negative","IN","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13584",13584,"629472266548416512","Donald Trump","2015-08-06 19:00:58 -0700","Negative","Boston, MA","Eastern Time (US & Canada)","RT @Asimhaneef: Did I hear that right? #DonaldTrump had to pay people to attend a family wedding? #GOPDebates",1,1,"1",0.999999999996835,"1",0.877716770944739,"1",0.854971995201252,3,1,1
"13585",13585,"629472261502730240","Ted Cruz","2015-08-06 19:00:56 -0700","Positive","","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13586",13586,"629472261297168384","No candidate mentioned","2015-08-06 19:00:56 -0700","Negative","Minnesota","Central Time (US & Canada)","RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…",1,1,"1",0.999999999999993,"1",0.877445708273092,"1",0.851083441529925,3,1,1
"13587",13587,"629472259472625664","John Kasich","2015-08-06 19:00:56 -0700","Negative","","Central Time (US & Canada)","KASICH'S DAD WAS A MAILMAN BUT HE HATES UNIONS. Which have protected letter carriers for decades. #gopdebates",1,1,"1",1,"1",0.941041872410081,"1",0.870474052664948,3,1,1
"13588",13588,"629472243391729664","Jeb Bush","2015-08-06 19:00:52 -0700","Negative","Knoxville Tennessee","Eastern Time (US & Canada)","RT @SupermanHotMale: Translation, Jeb Bush, I fucked Florida schools so badly they still have not recovered. That is the truth, I live here…",1,1,"1",1,"1",0.892926335098243,"1",0.865177565494517,3,1,1
"13589",13589,"629472241193873408","Donald Trump","2015-08-06 19:00:51 -0700","Negative","Denver, CO","Mountain Time (US & Canada)","Donald Trump and his orchestra. #GOPDebates",1,1,"1",0.999999834724452,"1",0.797138398173559,"1",0.732362525278707,3,1,1
"13590",13590,"629472239910400000","No candidate mentioned","2015-08-06 19:00:51 -0700","Negative","Sacramento, CA","","RT @cheeriogrrrl: The men on this stage think they're capable of making decisions about women's health care,when they don't believe in #sci…",1,1,"1",1,"1",0.911180963610285,"1",0.87726736255317,3,1,1
"13591",13591,"629472237033132032","Chris Christie","2015-08-06 19:00:50 -0700","Negative","","","@ChrisChristie tried to make out like he wasn't using warrants. #StandWithRand #randpaul #gopdebates",1,1,"1",1,"1",0.877694260504825,"1",0.778755379994435,3,1,1
"13592",13592,"629472235758190592","Ted Cruz","2015-08-06 19:00:50 -0700","Positive","Florida, USA","Indiana (East)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13594",13594,"629472221191233536","Ted Cruz","2015-08-06 19:00:47 -0700","Negative","Texas Born and Bred","Central Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13595",13595,"629472212731297792","No candidate mentioned","2015-08-06 19:00:45 -0700","Negative","Big Blue Nation","","#GOPDebates @FoxNews they can't talk common core becz none were teachers. Everyone thinks they can be a teacher since they went to school",1,1,"1",1,"1",0.945292640778535,"1",0.872558783262452,3,1,1
"13596",13596,"629472211041062912","Donald Trump","2015-08-06 19:00:44 -0700","Negative","texas","","RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebate",1,1,"1",0.95380362775892,"1",0.792243073390812,"1",0.776922860042302,3,1,1
"13598",13598,"629472208503504896","Donald Trump","2015-08-06 19:00:44 -0700","Positive","","","RT @tmservo433: Prediction: Donald Trump goes up in post debate polls. Because he looks no crazier than anyone else and more entertaining #…",1,3,"3",0.675508690689854,"1",0.737866693522359,"1",0.758196809385027,2,1,1
"13599",13599,"629472203629682688","Rand Paul","2015-08-06 19:00:43 -0700","Negative","Portland, OR","Quito","I can't take anything Rand Paul says seriously because of his power perm. #bigperm #GOPDebates #gopdrinkinggame",1,1,"1",1,"1",0.898200128147762,"1",0.868771196397104,3,1,1
"13600",13600,"629472195522228224","Ted Cruz","2015-08-06 19:00:41 -0700","Positive","Georgia","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13601",13601,"629472192124727296","Ted Cruz","2015-08-06 19:00:40 -0700","Positive","","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13603",13603,"629472191978016768","Donald Trump","2015-08-06 19:00:40 -0700","Positive","New York, NY","","#TRUMP2016 #GOPDEBATES  Finally, someone saying...SCREW POLITICAL CORRECTNESS.  Sick of it, and looking to NEW leadership, too!  #TRUMP2016",3,3,"3",0.999975618155517,"3",0.524114870814972,"1",0.726108135938143,2,3,3
"13606",13606,"629472181144043520","Donald Trump","2015-08-06 19:00:37 -0700","Positive","Pittsboro, NC","Eastern Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13607",13607,"629472177369149440","Jeb Bush","2015-08-06 19:00:36 -0700","Negative","","Arizona","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13608",13608,"629472172428369920","No candidate mentioned","2015-08-06 19:00:35 -0700","Negative","","","RT @cloudypianos: I'm just waiting for them all to accidentally eat each other #GOPDebates",1,1,"1",1,"1",0.9449197577903,"1",0.903306950498134,3,1,1
"13610",13610,"629472166443003904","Donald Trump","2015-08-06 19:00:34 -0700","Negative","Los Angeles","Pacific Time (US & Canada)","RT @ericstonestreet: Trump has Cam hands. #GOPDebates",1,1,"1",0.797898190322198,"1",0.877318336411008,"1",0.76212803354187,3,1,1
"13611",13611,"629472166359244800","No candidate mentioned","2015-08-06 19:00:34 -0700","Negative","Cairo/NYC","Eastern Time (US & Canada)","#WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.co/PjpKhGmdyO",1,1,"1",1,"1",0.930031944305677,"1",0.854221388095344,3,1,1
"13612",13612,"629472162294956032","Donald Trump","2015-08-06 19:00:33 -0700","Negative","Washington DC","Atlantic Time (Canada)","RT @Asimhaneef: Did I hear that right? #DonaldTrump had to pay people to attend a family wedding? #GOPDebates",1,1,"1",0.999999999996835,"1",0.877716770944739,"1",0.854971995201252,3,1,1
"13613",13613,"629472161753907200","Jeb Bush","2015-08-06 19:00:33 -0700","Negative","US","Eastern Time (US & Canada)","RT @IStateYourName_: Is *ANYONE* watching this debate *for* Jeb!? &lt;---serious question. Jeb! supporters are like unicorns, I've never seen …",1,1,"1",1,"1",0.930846344881314,"1",0.90781718102544,3,1,1
"13614",13614,"629472154686324736","Ted Cruz","2015-08-06 19:00:31 -0700","Negative","Florida","Eastern Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13615",13615,"629472153642008576","Marco Rubio","2015-08-06 19:00:31 -0700","Negative","texas","","RT @RWSurferGirl: Rubio and Bush are a threat to this country, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #GOPDebates",1,1,"1",0.999999764046881,"3",0.593135639503821,"1",0.710336047726649,2,1,1
"13616",13616,"629472145664425984","Ted Cruz","2015-08-06 19:00:29 -0700","Negative","Seattle, WA","","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,1,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13617",13617,"629472140195155968","Donald Trump","2015-08-06 19:00:27 -0700","Negative","Pittsboro, NC","Eastern Time (US & Canada)","RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…",1,1,"1",1,"1",0.924986980737802,"1",0.871525459463368,3,1,1
"13618",13618,"629472137292726272","No candidate mentioned","2015-08-06 19:00:27 -0700","Negative","Sao Paulo, Brazil","Brasilia","RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…",1,1,"1",0.999999999999993,"1",0.877445708273092,"1",0.851083441529925,3,1,1
"13619",13619,"629472130107715584","Ted Cruz","2015-08-06 19:00:25 -0700","Positive","The Blue Ridge Mtns. NC","Eastern Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13620",13620,"629472124491534336","Jeb Bush","2015-08-06 19:00:24 -0700","Negative","Texas, USA","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13621",13621,"629472121765384192","Jeb Bush","2015-08-06 19:00:23 -0700","Negative","","","RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates",1,1,"1",1,"1",0.977526340851411,"1",0.953649350924357,3,1,1
"13622",13622,"629472117050863616","No candidate mentioned","2015-08-06 19:00:22 -0700","Negative","Portland, Or. ","","Why are they so sure Hillary is getting the nod? #GOPDebates",1,1,"1",1,"1",0.946677194027121,"1",0.870474052664948,3,1,1
"13623",13623,"629472106636402688","No candidate mentioned","2015-08-06 19:00:19 -0700","Negative","Kansas City","Central Time (US & Canada)","RT @monaeltahawy: I'll tell you the one good thing about #GOPDebates: candidates are tripping over themselves to outdo each other in sexism…",1,1,"1",0.999999999999993,"1",0.877445708273092,"1",0.851083441529925,3,1,1
"13624",13624,"629472105843830784","No candidate mentioned","2015-08-06 19:00:19 -0700","Negative","Gainesville, FL","Eastern Time (US & Canada)","How has no one mentioned the Oompa Loompa moderator? #GOPDebates #youareorange #thiswholethingisridiculous",1,1,"1",1,"1",0.936144779056893,"1",0.880375479058966,3,1,1
"13626",13626,"629472098705121280","Donald Trump","2015-08-06 19:00:18 -0700","Negative","Farmington ","","RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebate",1,1,"1",0.95380362775892,"1",0.792243073390812,"1",0.776922860042302,3,1,1
"13628",13628,"629472088391192576","No candidate mentioned","2015-08-06 19:00:15 -0700","Negative","Murfreesboro, TN","","RT @SupermanHotMale: One crash of the economy is way more than we want again, no thanks!!! #GopDebates #JEB",1,1,"1",0.99999828205858,"1",0.877515202657935,"1",0.839419393831888,3,1,1
"13629",13629,"629472087900598272","Jeb Bush","2015-08-06 19:00:15 -0700","Negative","","Central Time (US & Canada)","RT @MarkDavis: Man, I'm sorry, this has nothing to do w/politics, but #JebBush is totally mediocre here. #GOPDebates",1,1,"1",1,"1",0.960092896362524,"1",0.861556336586785,3,1,1
"13631",13631,"629472079050579968","No candidate mentioned","2015-08-06 19:00:13 -0700","Negative","","Eastern Time (US & Canada)","RT @Popehat: #GOPDebates Kelly: ""I really want to get to a question from Facebook.""  Yes. That's the problem.",1,1,"1",1,"1",0.946498259798622,"1",0.870474052664948,3,1,1
"13632",13632,"629472077700050944","No candidate mentioned","2015-08-06 19:00:13 -0700","Negative","where the youth are ","Eastern Time (US & Canada)","#GOPDebates proved that Women in the US are more likely to be assaulted by men (verbally &amp; physically) than any kind of 'terrorist' attack.",1,1,"1",1,"1",0.938595691891818,"1",0.897754948353806,3,1,1
"13633",13633,"629472073975382016","Jeb Bush","2015-08-06 19:00:12 -0700","Negative","Knoxville Tennessee","Eastern Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13634",13634,"629472073593823232","No candidate mentioned","2015-08-06 19:00:12 -0700","Positive","GEORGIA","Quito","Democrats have to be LOVING the #GOPDebates right now!!!!!",1,3,"3",1,"1",0.708246318985813,"1",0.771861037236712,2,3,1
"13635",13635,"629472067705044992","No candidate mentioned","2015-08-06 19:00:10 -0700","Negative","","","RT @SupermanHotMale: Go back to Canada Asshole #GopDebates http://t.co/rUgCy5JvZQ",1,1,"1",1,"1",0.963207750449652,"1",0.932310473403952,3,1,1
"13636",13636,"629472057487704064","Ted Cruz","2015-08-06 19:00:08 -0700","Positive","Boston - Monterrey - San Pedro","Eastern Time (US & Canada)","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13637",13637,"629472046205005824","No candidate mentioned","2015-08-06 19:00:05 -0700","Negative","Charlotte, NC","Central Time (US & Canada)","""You know how [Hillary Clinton] will come after you..."" ... by making ads that sample from these #GOPDebates?",1,1,"1",0.999999999999971,"1",0.885390936573066,"1",0.899517375544641,3,1,1
"13638",13638,"629472034687324160","Jeb Bush","2015-08-06 19:00:02 -0700","Negative","Fountain Valley","Pacific Time (US & Canada)","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
"13639",13639,"629472030002421760","Ted Cruz","2015-08-06 19:00:01 -0700","Positive","TN","America/Chicago","RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebate  #G…",3,3,"3",0.651515363352977,"3",0.95370831672095,"3",0.548827589879584,3,3,3
"13640",13640,"629472027389349888","Scott Walker","2015-08-06 19:00:01 -0700","Negative","Heaven ","Eastern Time (US & Canada)","RT @AvidHeather: If Walker, Paul or Huckabee had to meet with Putin or command our armies they'd shit their pants. Not president material. …",1,1,"1",1,"1",0.890202178881958,"1",0.889347036567872,3,1,1
"13642",13642,"629472019957030912","Donald Trump","2015-08-06 18:59:59 -0700","Negative","Stay out of my DMs. No Inbox!","Quito","RT @DemocracyMatrz: Did Trump just admit to buying influence while at the same time declaring the need for campaign finance reform??? #GOPD…",1,1,"1",1,"1",0.924986980737802,"1",0.871525459463368,3,1,1
"13643",13643,"629472016039456768","Rand Paul","2015-08-06 18:59:58 -0700","Negative","USA","Central Time (US & Canada)","I hope people aren't so reality tv exposed that they only love that Paul and Christi raised voices.  #GOPDebates",1,1,"1",0.999999201223817,"1",0.845739780713942,"1",0.791020057832163,3,1,1
"13644",13644,"629472000147369984","Jeb Bush","2015-08-06 18:59:54 -0700","Negative","va","Central Time (US & Canada)","RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates",1,1,"1",1,"1",0.977526340851411,"1",0.953649350924357,3,1,1
"13645",13645,"629471981168107520","No candidate mentioned","2015-08-06 18:59:49 -0700","Negative","Easton Pa U.S.A.","","RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. <f0><U+009F><U+0087><U+00BA><f0><U+009F><U+0087><U+00B8> #GOPDebates  #GOPDebates",1,1,"1",1,"1",0.877633397348833,"1",0.93497530728691,3,1,1
